uid,City Quadrant,Ward,Household Income,Household Tenancy,Highest Obtained Education,Average Age,Living with Children,Member of Visible Minority,Gender,Average Quality of Life Rating (1-10),"Change in Quality of Life in Last 3 Years ( 1 = improved, 2 = no change, 3 = worsen)",Average Living in Calgary Rating (1-10),Average Life in Cangary Rating (1-10),Average Neighbourhood Safety Rating (1-4)
zNU78diS,Southwest,Ward 6,"$120,000 and over (Net)",Neither,Some post secondary or college diploma,23,No,No,Female,10,2,10,10,4
zEY35olA,Northeast,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,59,Yes,No,Female,8,2,7,7,2
tDS94cxN,Northwest,Ward 2,"Less than $30,000",Neither,Completed high school or less,18,No,Yes,Female,8,2,8,8,4
wXS63tvE,Northeast,Ward 10,"$60,000 to just under $75,000",Rent,Completed high school or less,21,No,No,Female,5,3,2,7,2
oKO37tdC,Northwest,Ward 1,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,67,No,No,Male,7,3,6,7,3
hAF31nbF,Southeast,Ward 14,"$60,000 to just under $75,000",Rent,Some post secondary or college diploma,57,No,No,Female,6,2,2,3,2
tVW27ivD,Northeast,Ward 10,"$120,000 and over (Net)",Own,Some post secondary or college diploma,66,No,No,Male,9,2,10,10,3
tOU43vqY,Northeast,Ward 9,"$105,000 to just under $120,000",Own,Completed high school or less,22,No,No,Female,8,2,8,8,4
qTP62juG,Southeast,Ward 10,"$30,000 to just under $45,000",Rent,Completed high school or less,19,No,No,Male,9,2,6,7,3
wMM46utN,Southwest,Ward 11,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,36,Yes,No,Male,10,1,10,8,4
aVA36feW,Northeast,Ward 9,"$120,000 and over (Net)",Rent,Completed high school or less,38,No,No,Male,7,2,6,6,
mQA58qjL,Northeast,Ward 5,"$30,000 to just under $45,000",Own,Completed high school or less,37,Yes,No,Male,5,2,5,7,2
qOI22xiD,Southeast,Ward 12,"$120,000 and over (Net)",Own,Some post secondary or college diploma,47,No,No,Female,8,1,9,9,3
sMJ99wdP,Southwest,Ward 8,"$105,000 to just under $120,000",Own,Completed high school or less,42,No,No,Male,8,1,7,9,3
nBO79maR,Southwest,Ward 11,"$30,000 to just under $45,000",Rent,Completed university degree or post-grad degree,45,No,No,Male,5,2,4,7,3
wPT69qsZ,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,42,No,No,Male,8,2,7,8,4
rWF63hzX,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,38,No,No,Female,8,2,10,10,3
eEH10mxE,Northwest,Ward 1,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,61,No,Yes,Female,8,1,10,10,3
uSA14idL,Southeast,Ward 12,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,57,Yes,No,Female,10,2,10,10,4
aSS74yiO,Northeast,Ward 5,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,36,Yes,No,Female,9,1,9,10,4
uVJ38xuN,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,63,No,No,Male,5,3,4,8,4
rUW79nwY,Northeast,Ward 10,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,53,Yes,No,Male,7,3,8,8,4
cBK76asD,Southeast,Ward 9,"$120,000 and over (Net)",Own,Completed high school or less,60,No,No,Male,8,1,6,7,3
nCS72msO,Southeast,Ward 14,"$45,000 to just under $60,000",Rent,Completed high school or less,62,No,No,Male,7,3,8,8,3
yKF74wzO,Northwest,Ward 4,Don't Know,Own,Some post secondary or college diploma,45,Yes,No,Male,7,3,8,6,2
cXP22hwN,Northeast,Ward 5,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,54,No,No,Male,7,2,9,9,3
iPP46llF,Northwest,Ward 4,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,32,No,No,Male,8,2,4,6,3
pPU76hsI,Northwest,Ward 1,Don't Know,Own,Some post secondary or college diploma,47,Yes,No,Male,8,3,8,7,4
vLQ59kxF,Southwest,Ward 13,"$45,000 to just under $60,000",Own,Completed high school or less,41,No,No,Male,7,2,7,8,4
fEW75qsN,Northwest,Ward 2,Don't Know,Own,Completed university degree or post-grad degree,57,No,No,Male,8,3,5,8,3
kGY80nyN,Southwest,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,Yes,No,Male,8,1,9,8,4
nEO18ndE,Southeast,Ward 14,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,35,Yes,No,Male,7,1,7,8,3
oFQ65hnV,Northwest,Ward 3,"$120,000 and over (Net)",Rent,Completed high school or less,65,No,No,Female,8,2,10,10,3
xLC45auV,Northwest,Ward 7,"$105,000 to just under $120,000",Rent,Completed high school or less,21,No,No,Male,8,2,8,8,4
dHX31kbZ,Northeast,Ward 10,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,24,No,No,Male,7,2,10,8,4
wDW11nuB,Northwest,Ward 2,Don't Know,Own,Completed university degree or post-grad degree,41,No,No,Female,8,1,8,8,3
uCF72cxI,Northeast,Ward 10,"Less than $30,000",Rent,Completed high school or less,43,No,Yes,Male,9,2,10,10,3
pNP92nwF,Northwest,Ward 4,"$105,000 to just under $120,000",Rent,Some post secondary or college diploma,50,Yes,No,Male,10,2,6,10,3
vTG46vxR,Northwest,Ward 2,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,22,No,No,Female,8,2,3,6,4
sGG90cuY,Northeast,Ward 7,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,31,No,Yes,Female,8,2,8,9,3
hHO18veB,Northeast,Ward 5,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,62,No,Yes,Male,7,1,7,6,3
vGI72poQ,Southwest,Ward 13,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,50,No,Yes,Male,8,2,7,7,3
oSH28sfX,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,70,No,Yes,Male,10,1,10,10,4
hRN44sqS,Southeast,Ward 9,"$120,000 and over (Net)",Own,Some post secondary or college diploma,42,No,Yes,Female,7,3,7,6,2
yYS63fiM,Southwest,Ward 13,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,51,Yes,Yes,Male,9,3,9,8,3
oDI46vuT,Northwest,Ward 2,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,27,Yes,No,Male,8,1,10,10,4
hLP85ikJ,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,47,Yes,No,Female,7,2,7,7,3
lTC24djD,Southwest,Ward 6,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,57,No,No,Male,8,2,6,6,3
yKV55riD,Northeast,Ward 7,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,56,No,Yes,Female,10,1,5,10,1
bMW63syR,Northeast,Ward 10,"$75,000 to just under $90,000",Rent,Some post secondary or college diploma,32,No,No,Female,8,2,10,7,2
kFH99fbS,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,70,No,No,Female,9,1,8,9,3
tTX51chM,Northwest,Ward 3,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,55,Yes,No,Female,8,3,5,6,2
yHQ89oyB,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,55,No,Yes,Female,6,3,6,7,3
tFM19jlM,Southeast,Ward 14,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,54,No,No,Male,8,2,7,8,4
ySD44keJ,Southeast,Ward 12,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,36,No,No,Male,8,2,7,8,4
kJN79flN,Northeast,Ward 5,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,51,No,No,Female,8,2,8,8,2
hHA18qmH,Southeast,Ward 12,"$45,000 to just under $60,000",Own,Completed high school or less,37,No,No,Female,9,1,9,9,4
bXH58lfW,Southeast,Ward 11,"$105,000 to just under $120,000",Other,Some post secondary or college diploma,22,No,No,Male,7,3,5,7,4
tVA28tgV,Southeast,Ward 11,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,45,Yes,Yes,Female,8,2,8,8,4
gVH90ysM,Northeast,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,31,No,No,Female,8,2,8,8,4
tYY88eeV,Southeast,Ward 11,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,34,Yes,No,Male,7,2,6,8,4
cYN23weD,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,57,No,No,Female,8,3,4,9,3
jOL92usW,Southeast,Ward 12,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,54,No,Yes,Female,8,3,8,8,1
iOW53cnH,Northwest,Ward 4,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,40,No,Yes,Female,7,1,10,10,4
wBS45moX,Southeast,Ward 12,"$120,000 and over (Net)",Neither,Some post secondary or college diploma,19,No,No,Female,7,1,7,8,2
bQZ63eeE,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,38,Yes,Yes,Male,7,3,6,8,4
pLJ99sfV,Northeast,Ward 5,"$75,000 to just under $90,000",Own,Completed high school or less,18,Yes,Yes,Male,8,2,8,8,2
fFC58ngH,Southeast,Ward 14,"Less than $30,000",Rent,Completed university degree or post-grad degree,22,No,No,Female,8,3,7,7,1
gRH87ahT,Northwest,Ward 1,"Less than $30,000",Rent,Completed university degree or post-grad degree,30,Yes,No,Male,9,2,9,9,3
jPL29gqE,Southeast,Ward 12,"$60,000 to just under $75,000",Rent,Completed university degree or post-grad degree,24,No,No,Male,8,1,8,9,3
zNI89mxC,Southeast,Ward 9,"$30,000 to just under $45,000",Rent,Completed high school or less,27,Yes,No,Male,7,3,9,7,2
wSR57fnO,Northwest,Ward 2,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,49,No,No,Male,9,2,8,9,3
hFL88ndQ,Southeast,Ward 12,"Less than $30,000",Own,Completed high school or less,41,Yes,No,Female,4,3,6,5,4
jIX23gzG,Northeast,Ward 9,"$75,000 to just under $90,000",Rent,Some post secondary or college diploma,28,No,No,Male,7,2,7,7,3
oST59giC,Northeast,Ward 10,"Less than $30,000",Rent,Completed high school or less,64,No,No,Male,7,2,7,7,2
tQP47diK,Northwest,Ward 3,"$60,000 to just under $75,000",Rent,Some post secondary or college diploma,26,No,No,Female,7,2,7,7,3
mAL32vgR,Southeast,Ward 7,"$60,000 to just under $75,000",Rent,Some post secondary or college diploma,44,No,No,Male,7,2,10,10,4
uIE28eeO,Northwest,Ward 4,"Less than $30,000",Own,Completed university degree or post-grad degree,50,Yes,No,Male,7,3,7,8,3
iBG97aqT,Northwest,Ward 7,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,40,No,No,Female,6,3,5,8,1
tTB94eoV,Southeast,Ward 7,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,62,No,Yes,Female,5,1,10,8,1
lXQ49doK,Northwest,Ward 3,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,46,Yes,Yes,Female,6,3,6,5,2
cLY74zdE,Southwest,Ward 8,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,29,No,No,Female,7,3,6,8,4
qRP91mjG,Southeast,Ward 10,"$45,000 to just under $60,000",Rent,Completed high school or less,72,No,No,Female,5,2,3,6,1
rPK77shR,Southeast,Ward 11,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,30,No,No,Male,8,2,10,10,4
vVK45hbV,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed high school or less,79,No,No,Male,8,2,8,8,3
uIB74yqW,Southwest,Ward 8,"Less than $30,000",Own,Some post secondary or college diploma,53,No,No,Female,7,2,8,8,3
lUU99wbF,Northwest,Ward 7,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,38,Yes,No,Male,7,3,7,8,4
pTN83mnF,Southwest,Ward 11,"$90,000 to just under $105,000",Rent,Completed university degree or post-grad degree,26,No,No,Female,6,3,5,8,3
lUH40bpE,Southeast,Ward 14,Don't Know,Neither,Some post secondary or college diploma,20,No,No,Female,9,1,9,9,2
sTE23pyB,Southeast,Ward 14,"$120,000 and over (Net)",Own,Some post secondary or college diploma,34,Yes,No,Male,8,2,7,8,4
hTV76gkB,Northwest,Ward 7,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,21,No,No,Male,8,1,7,8,3
iHR82thC,Southwest,Ward 11,Don't Know,Own,Completed university degree or post-grad degree,58,No,No,Male,8,2,9,9,4
zIS29abI,Northwest,Ward 7,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,41,No,No,Male,9,2,8,9,4
tAP16joI,Southeast,Ward 11,Don't Know,Own,Completed high school or less,63,No,Don't Know,Male,8,2,8,7,3
xGL68osM,Northwest,Ward 3,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,33,Yes,No,Male,7,2,7,8,3
nJB61opO,Southwest,Ward 13,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,42,No,No,Male,7,2,3,7,4
hBL16ioL,Southeast,Ward 14,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,48,No,No,Male,7,3,7,7,4
mZX21tdJ,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,32,Yes,Yes,Male,4,3,5,5,3
hQY85ymN,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,57,No,No,Male,7,2,7,6,3
wGF16rcC,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,36,No,No,Female,7,2,7,2,4
eUQ14afK,Northeast,Ward 10,"$45,000 to just under $60,000",Rent,Completed high school or less,27,No,No,Male,8,2,4,7,2
lLX20peB,Northwest,Ward 2,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,40,Yes,Yes,Male,8,2,7,8,3
vCV52ecJ,Southeast,Ward 14,"Less than $30,000",Rent,Some post secondary or college diploma,37,Yes,Yes,Female,6,1,4,8,3
kHV53ihN,Northeast,Ward 10,"$75,000 to just under $90,000",Rent,Completed university degree or post-grad degree,43,No,Yes,Female,9,3,10,10,3
yUQ23xdA,Southwest,Ward 6,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,27,No,Yes,Male,8,2,5,7,4
tYT17yiO,Northeast,Ward 5,"Less than $30,000",Rent,Completed university degree or post-grad degree,56,Yes,Yes,Male,8,1,6,6,2
eZB11wzL,Northwest,Ward 7,"$120,000 and over (Net)",Own,Some post secondary or college diploma,41,No,Yes,Male,8,1,8,8,4
gWV69vhD,Northwest,Ward 4,"$105,000 to just under $120,000",Neither,Completed high school or less,23,No,No,Male,9,1,7,8,4
gWS91elS,Northwest,Ward 2,"$90,000 to just under $105,000",Neither,Some post secondary or college diploma,20,No,No,Female,7,1,3,5,3
eET71qhT,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,40,Yes,Yes,Male,8,3,2,5,3
lJM51mjO,Northwest,Ward 1,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,53,Yes,No,Female,8,1,8,7,4
gOB12yzC,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed high school or less,69,No,No,Female,8,2,10,10,4
zVQ72rjA,Southwest,Ward 8,"$75,000 to just under $90,000",Rent,Completed university degree or post-grad degree,26,No,Yes,Female,8,2,8,6,1
tMB61zaB,Northwest,Ward 2,"$105,000 to just under $120,000",Rent,Completed university degree or post-grad degree,31,No,No,Female,8,3,6,8,3
uEG14syG,Northwest,Ward 4,"$60,000 to just under $75,000",Rent,Completed university degree or post-grad degree,41,Yes,No,Male,8,4,7,7,4
fVT63qwT,Northwest,Ward 3,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,39,Yes,No,Male,10,1,9,9,4
nPW61qnO,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,60,No,No,Female,8,3,7,8,3
hIC90lqN,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed high school or less,56,No,Don't Know,Male,7,2,10,10,2
tXF81osO,Northwest,Ward 3,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,59,No,No,Male,9,2,7,9,4
fZL84meD,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,31,Yes,No,Male,8,2,10,10,3
xCZ12wnO,Northwest,Ward 4,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,69,No,Yes,Male,8,3,8,8,4
hJK61hsN,Northwest,Ward 2,"$120,000 and over (Net)",Own,Some post secondary or college diploma,67,No,No,Male,8,2,10,10,3
vNG52okI,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,39,No,No,Female,8,3,9,9,1
lZF28bzZ,Southeast,Ward 9,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,38,No,No,Female,9,3,5,7,3
hWL97jvK,Southeast,Ward 12,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,38,Yes,No,Female,8,1,7,8,3
dMV68qdS,Northeast,Ward 10,"Less than $30,000",Rent,Completed high school or less,44,Yes,No,Male,8,3,7,9,3
uRQ99ytM,Southeast,Ward 14,"$75,000 to just under $90,000",Rent,Some post secondary or college diploma,41,No,No,Male,7,3,8,8,4
jCG92fnU,Southwest,Ward 6,"$105,000 to just under $120,000",Rent,Some post secondary or college diploma,45,No,No,Female,5,3,4,4,2
vRN52cpV,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,40,Yes,Yes,Male,6,1,4,4,4
cTP95hnU,Southeast,Ward 14,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,36,Yes,No,Female,7,2,7,7,3
pKM87fgI,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,25,No,No,Female,7,2,7,7,3
hGL67txD,Northwest,Ward 4,Don't Know,Rent,Some post secondary or college diploma,27,No,No,Female,10,1,8,9,4
hNE43txI,Southwest,Ward 8,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,35,Yes,No,Female,8,1,6,8,4
sYG52lzT,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,35,Yes,No,Female,8,1,8,8,4
yNL64knU,Northwest,Ward 2,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,48,No,Yes,Male,8,1,8,8,3
yDT17ptR,Southeast,Ward 10,"$45,000 to just under $60,000",Rent,Completed high school or less,40,No,No,Male,7,1,10,10,4
hZH55njW,Southwest,Ward 14,"$90,000 to just under $105,000",Rent,Completed high school or less,22,Yes,No,Male,7,1,8,10,4
bJS19qzA,Northwest,Ward 7,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,50,Yes,No,Female,8,2,8,10,3
nOE65csN,Southeast,Ward 9,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,55,No,No,Male,8,1,7,6,4
tWT21zaU,Northeast,Ward 3,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,54,No,No,Female,7,3,7,7,4
lTE80ilF,Northeast,Ward 5,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,45,Yes,Yes,Male,7,3,10,10,3
rMT80saA,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,50,Yes,No,Female,10,1,10,10,4
gME12uhS,Southwest,Ward 8,"$120,000 and over (Net)",Own,Some post secondary or college diploma,39,Yes,No,Female,8,1,7,8,2
zQF47geL,Southwest,Ward 8,"$105,000 to just under $120,000",Rent,Completed high school or less,25,No,No,Male,7,1,10,10,3
pUJ61gtS,Southeast,Ward 9,"$105,000 to just under $120,000",Own,Completed high school or less,62,No,No,Male,8,2,9,8,4
aZX91ulW,Southwest,Ward 8,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,29,No,No,Female,8,2,7,9,3
rNT91tiH,Southwest,Ward 6,"$45,000 to just under $60,000",Rent,Completed university degree or post-grad degree,29,No,No,Female,8,2,8,8,2
cJC34mjD,Northwest,Ward 1,"$60,000 to just under $75,000",Own,Completed high school or less,32,No,No,Male,7,2,6,6,4
fHJ22lyO,Northwest,Ward 4,"$120,000 and over (Net)",Own,Some post secondary or college diploma,20,No,No,Male,9,2,7,10,3
wKJ58gkN,Northeast,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,49,Yes,No,Male,8,1,10,10,4
oBM64slF,Southwest,Ward 6,"$120,000 and over (Net)",Own,Some post secondary or college diploma,22,No,No,Male,9,2,8,9,4
eVH75poU,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed high school or less,28,Yes,No,Female,8,2,8,8,3
